"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","target"
0.69714,-0.00833,-0.66916,-0.80481,1.5256,-0.30077,1.84418,-0.85196,-0.10059,-0.51204,1.48273,-0.58156,0.10279,0.43629,-0.46834,1.59607,0.72218,0.92664,-1.32747,-0.82781,0.77395,-0.69649,1.78973,-0.296,0.86146,0.71399,-1.67596,0.06826,-1.04043,-4.85974,-0.84327,1.60119,-0.39426,-0.87197,-0.25165,-0.06033,-0.25195,-0.26661,-1.70144,-0.07901,1.50562,0.07696,-0.15225,0.51663,0.06145,0.30853,-0.77975,-0.57734,0.30642,-0.32457,1.61658,0.16364,0.87217,-0.65764,0.27793,0.39889,2.07967,1.21343,1.72973,2.26211,0.04141,-1.1835,1.60757,1.83568,-0.00681,0.21017,0.52062,-0.00756,-1.22185,-0.40686,-1.95342,-0.15209,0.52712,-0.20926,-0.40871,0.58856,-1.12168,0.40552,-0.35084,-0.63364,0.61847,3.30758,1.24357,1.58347,-0.72144,-2.34936,0.73086,-0.81011,-1.07776,0.11194,1.59324,-0.9113,-0.5698,2.08149,0.49365,-0.04557,1.27396,-1.19482,-0.04804,3.04674,1
0.48403,0.62757,0.25993,-0.75269,2.14315,-1.36832,0.28709,0.02184,2.0927,-0.34583,0.56896,0.27964,0.753,0.1596,0.91071,0.56938,-1.27209,-1.81356,-0.50879,-0.14044,-0.61565,0.42207,3.38984,0.00062,0.85324,1.24461,0.80324,1.05739,-4.41337,-1.69908,0.18292,0.28065,-0.02598,1.89874,0.52464,-1.21018,0.87941,-1.3195,-1.12655,-0.79442,1.07605,-0.09538,-0.26207,-1.48769,-1.89019,-1.07315,-0.29162,0.40866,1.10804,0.20983,0.08099,2.95373,1.40662,0.1432,-0.85976,1.68149,-0.49004,1.01757,1.0193,0.09799,0.0843,0.41544,0.4654,0.61439,1.57678,-0.16963,0.1388,-1.28022,0.57712,-0.99585,0.305,-0.41788,-0.11756,0.04226,0.65183,-0.44336,-0.53192,-0.95455,-0.02568,0.53382,0.93225,0.69079,-1.40275,-0.29183,0.65058,1.01611,0.34048,1.26199,0.23208,1.31836,-0.00859,0.5504,-1.32264,0.46851,-0.9932,-0.16973,0.67974,1.70482,-0.6124,-0.74886,1
-0.19375,0.15438,-0.37233,-0.74581,-0.74604,0.73774,-0.26924,-0.60411,0.8305,0.53165,-0.67229,-1.94544,-0.81235,-1.02184,-0.48116,-1.74608,1.25101,0.80784,-0.9795,-0.23763,-0.57656,0.84171,1.02226,-0.64992,-0.10598,0.49611,-1.12862,0.41722,1.4358,-4.98226,-1.10772,0.15929,0.79641,0.45529,-0.67317,0.21021,-0.74865,2.05835,0.90565,0.4469,1.93292,-0.53975,-0.46857,-1.69155,1.70513,-1.47629,-0.31884,-0.18787,-0.95327,0.37925,-2.21782,1.34077,0.90378,-0.42207,-0.41223,-0.42852,0.64339,-0.98326,-0.63607,0.5562,-1.11765,1.14014,-0.55304,-0.61792,-0.0695,0.98611,0.41937,-0.24921,0.49607,-0.34585,0.24631,-1.61694,-0.48337,-0.37984,-0.9711,-0.39159,0.53625,0.09624,-1.74689,-1.23408,0.85464,-0.75418,1.70479,-0.81055,2.69776,0.55534,0.411,-0.07395,-0.87033,0.11604,0.77841,-0.27207,0.45497,2.18493,-0.14009,-0.52404,1.64899,0.35917,-0.76525,0.11941,1
-0.3781,2.58073,1.31855,-0.30965,-1.53149,-0.40432,-0.18222,-0.31822,-0.15299,1.49593,-1.37666,-1.33044,0.9519,1.39033,0.28857,-0.30038,-1.98346,0.16495,-1.33227,0.89256,-1.7122,-0.47069,-0.61925,-1.77388,1.41981,0.55803,1.04426,-1.65376,4.28488,3.56248,-0.66052,1.47927,1.03022,1.01927,0.94983,-0.08154,-0.24435,0.50255,-0.32343,-0.52346,1.16006,-1.41545,0.03807,1.02494,0.29054,-0.84638,-0.24681,-1.87703,0.96805,0.72382,0.97699,-0.21055,-0.03197,0.8207,-0.73169,-0.76746,0.61371,-0.13772,0.26818,-0.31052,0.11593,-1.88813,1.59953,0.25951,0.34175,1.67067,1.73954,-1.09608,-1.67837,0.50072,-0.94238,0.9415,0.67727,0.60398,1.33963,-0.27209,-0.17565,-0.47317,0.54729,-0.75486,1.15914,-0.25598,0.92195,-0.02547,1.56117,0.58048,-0.18483,1.42234,-0.64108,0.93315,-0.18067,1.85198,1.65483,0.70058,0.09098,0.75959,0.44035,-0.68635,1.08702,0.55925,1
-0.88637,-1.30625,-0.65308,-1.52189,-0.21322,0.85678,0.3272,0.57758,0.91963,1.35884,1.22048,0.76437,-1.18318,1.11754,-0.2994,-1.592,-1.00618,-0.50784,0.76144,0.32248,0.53807,-0.29632,-0.84104,-0.28553,2.29257,-1.93993,0.64466,0.1776,4.6893,-2.71265,0.81401,-0.46629,1.0011,0.00795,1.30024,-0.1456,-0.63201,-1.75407,0.83114,-0.32064,1.32284,1.12253,-0.93499,-1.2359,-0.05991,-0.84793,1.04076,-1.72193,-0.48186,-2.43177,-2.58486,-1.21742,-0.56956,0.97825,-1.84282,1.06195,-0.54136,-0.28984,-0.00472,0.42492,0.90003,-0.8351,-1.01895,1.78254,-0.4082,2.04126,0.99296,2.04669,0.53926,-1.33018,-1.07144,-0.13429,-1.02033,0.26822,-1.15908,-0.44335,0.31978,1.17195,-0.80014,-1.10236,-0.09335,-0.27809,-0.45233,0.83804,1.19484,-0.43033,1.35405,-1.76487,0.0491,1.29466,-0.67725,-0.70961,0.87584,0.31266,0.22586,0.39816,-1.41869,-0.02223,0.97479,1.07847,1
-1.8402,1.02353,0.06218,0.82653,0.49252,3.34371,-0.00634,0.61467,0.11127,-0.06383,-0.17147,-1.09267,1.09366,0.36495,-0.63798,1.41557,-0.58382,0.58878,0.68227,-1.49257,0.77595,0.24411,1.03386,0.86086,-2.54835,2.43457,0.98628,-1.66898,-2.92539,-3.0029,-1.25258,-1.90619,-0.88286,0.07779,-1.2244,-0.28993,-0.70043,-0.16803,-1.0116,-1.52288,1.8629,-0.46387,-1.40488,-0.38342,0.36056,1.18556,-1.34309,0.14904,0.20004,0.78653,-0.262,0.69369,0.08423,-3.0839,-1.39885,-1.07326,-0.20742,-0.98463,-1.68046,-0.02516,0.37519,0.86625,1.35578,-1.2978,1.02889,-0.05214,-1.04056,-0.39758,0.79849,1.53884,-1.32149,0.97906,-0.83621,-0.85588,-0.05795,0.68353,0.21106,-1.23997,-0.20948,-0.16354,-0.10206,-1.78796,0.31126,-0.17522,-2.72137,0.33188,0.30733,0.87358,0.6456,0.1584,0.53982,1.44694,-1.27961,0.99244,-0.2092,0.63402,0.94019,1.66137,-0.28416,-0.01227,1
-1.6282,0.7778,-0.73587,-0.61299,-0.32328,0.62645,0.06437,-1.29507,-0.62043,-0.24711,2.81047,-0.21095,0.06387,1.38221,0.41621,-0.29692,0.39464,-0.72919,-0.29594,1.31442,-1.45074,-0.23851,-0.85664,-0.54938,0.84903,0.34695,-0.00198,1.68495,-3.70299,-4.07611,-0.87596,-1.95046,0.77584,1.50963,-0.22872,-0.38097,-0.39158,0.78986,-0.71975,-1.11053,-0.64031,-1.2971,-0.57042,0.9398,-0.80879,-0.24668,1.26252,-0.7078,1.1971,-0.86834,0.82835,-0.56288,1.15459,0.77391,0.22396,1.80928,-0.06855,-0.70807,0.78273,0.23553,-0.29715,1.11085,-0.75747,-0.27747,0.27525,1.02421,-1.34689,1.27777,-1.63035,0.46963,-0.69088,0.13279,-0.31854,2.2272,0.48302,-0.91161,1.3824,-0.80168,-0.48976,-0.63497,1.14599,0.54398,-1.69343,0.63133,-1.14,0.66685,-0.50363,0.91596,-0.48938,0.17578,0.89775,-0.69862,-1.14087,-1.28462,-0.92328,0.30978,-0.17937,1.08993,-0.41262,-0.85174,1
-1.17379,-0.83388,-0.17932,0.95973,0.82223,1.2796,-0.16835,0.95219,-0.38427,0.4853,-0.06461,-0.27009,-0.88902,1.33222,2.26835,-1.16207,0.33026,-0.91041,-0.52453,-1.69383,0.27599,-0.75755,-0.1347,-0.80864,-0.12149,-0.97556,1.83841,1.534,4.44284,-1.51118,-1.63771,-1.01888,0.23986,-0.48229,-0.20601,0.56589,-0.44602,-1.30587,-0.74514,2.73396,2.22838,0.01551,-1.1383,-1.66973,0.29535,0.48197,-0.39756,-1.4562,1.47113,-0.21866,2.41102,-1.19213,-0.07498,0.29179,1.43045,-0.03224,-1.41698,-0.9117,-0.26056,0.72768,2.43834,0.76878,0.38553,-1.25003,1.03763,-1.61015,-0.95429,0.54955,-0.52081,-1.76534,-0.25631,0.29236,0.85089,-0.12224,-1.66553,0.52471,-0.7483,-0.61935,-0.97729,1.06472,1.03059,-1.19403,0.4734,-0.03042,-0.11465,-0.07574,-0.13461,-0.42146,0.312,0.64413,0.46205,1.0892,-0.52644,-1.01586,0.03064,2.25438,-1.12478,-0.01997,1.34872,2.52775,1
-0.41541,-0.58666,1.08467,1.97299,-1.41429,-0.74124,-0.96172,-0.61855,-0.16542,0.68553,-0.57152,0.51315,1.78552,-2.73253,0.43143,0.73932,-0.58566,-0.21608,-0.42047,1.06138,0.15402,-0.0048,0.9173,0.90311,0.28065,0.46545,0.24878,-0.28545,-4.27862,-3.8738,-0.32691,1.85964,-0.18027,-0.09752,0.76319,-0.44827,0.95074,-0.80854,1.37838,1.84547,0.33878,0.09593,-1.66501,-1.97251,0.44832,-0.62533,1.17585,0.89126,-1.03496,0.31897,0.52315,-0.0917,0.57999,1.65177,0.3023,-0.32781,-2.06241,0.55363,-0.13444,0.34609,0.41225,-0.15675,-0.48272,0.68936,-0.49617,0.59521,0.06726,-0.21728,-0.64654,-0.41956,-1.36861,0.77153,-0.05234,-0.98658,-0.51169,0.34274,-0.85939,-0.22115,0.14335,0.80219,-0.1767,-0.85159,-1.81963,0.61429,-0.3927,-0.19025,-0.31661,1.22513,-0.43052,0.57678,-1.47887,-0.57801,-0.25728,0.18131,-0.28974,-1.14011,0.41193,0.99696,1.12818,0.42156,1
0.17509,0.06566,0.13691,0.29496,1.14371,1.03411,-0.02797,-1.21059,0.56156,0.40577,-0.5377,-1.04192,0.05717,1.12036,-2.4611,0.10361,-1.32566,0.46961,-0.65093,-0.31584,-1.73477,-1.98982,-1.3658,-0.88885,0.63295,-0.0999,1.67516,0.70907,3.19974,4.54942,-0.20698,-0.43569,0.03375,-0.47613,0.34285,0.65567,0.72449,1.11575,-1.35488,-0.38437,1.50321,-0.95864,-0.67966,0.12475,2.2433,-0.88416,-1.26022,0.5149,0.72478,-0.59319,-0.25198,0.54552,-0.36998,-3.39964,0.67386,-0.01726,-1.8511,-1.66621,-1.78806,-0.56329,-0.49463,0.06685,0.07887,-0.93035,0.92667,1.62371,0.20042,-3.17753,-0.00171,-0.28024,-1.40152,0.05743,-0.41397,-1.86218,0.73424,0.2819,-0.39104,-0.03095,0.11707,-1.0877,-0.26221,-2.51601,0.2729,0.60999,1.0219,-0.61033,0.70796,-0.97286,-1.06557,-1.03381,-0.18105,-1.04017,-0.60634,-0.33375,0.40784,1.67318,0.33311,1.18614,0.68023,0.71417,1
0.22943,-0.01234,-0.01561,-0.39265,0.97902,-0.61822,-1.54198,-2.62722,0.28598,0.06304,1.43883,0.69105,0.98469,0.08009,-1.35567,1.11002,0.56314,0.19815,0.21101,-0.35568,0.21041,2.17557,-1.11561,-0.95893,0.06399,-0.28052,-0.32643,-0.53366,3.55645,-0.36247,0.28326,1.08661,-0.59567,-0.50742,1.59302,0.60151,0.22877,-1.71287,-0.04747,0.50388,0.24924,0.24883,0.17423,0.43896,0.85432,-0.38597,-0.29463,0.01215,0.28342,0.85021,-0.30673,-0.25358,1.7133,-0.25877,0.43136,0.80142,-0.99002,-1.92736,-1.79688,0.05011,0.36316,0.29376,0.17194,1.60472,-1.16916,1.62936,0.98401,-1.31492,-0.19151,-0.69745,-1.54919,0.04232,0.18625,0.18806,-0.49589,0.16878,-0.20627,0.34065,0.24372,0.50245,1.28923,-0.72384,-0.5338,-0.22891,1.26474,-0.21147,-0.87985,2.307,0.80999,-0.58214,0.20198,0.42779,0.2202,-0.67393,0.56958,-1.04999,1.02213,0.83123,-0.65196,-1.10975,1
-1.24089,-0.07699,-0.93849,0.57593,0.49257,0.42376,-0.1584,-1.3747,0.50823,-0.71116,-0.69001,-1.12256,-1.57436,1.31184,-1.60403,0.63617,-0.6422,0.39562,0.92775,-0.46168,0.47909,-0.45066,0.81319,-0.71139,1.37266,0.41359,-0.94277,-2.03744,-1.43527,-4.59266,-0.27207,-1.12419,-0.17627,-0.08445,1.17219,1.10078,0.71179,-0.56834,-1.33949,-0.80478,-0.41643,-1.89861,-2.16009,-1.55073,-0.93204,1.26304,0.33164,0.56021,1.37109,0.57433,-0.51333,1.05657,-1.04844,-1.07639,-0.14205,-0.3474,-0.34684,0.58759,-0.22293,0.64405,-1.82382,-0.20364,0.17665,0.06577,1.57325,0.16784,0.7058,1.22859,0.28131,-1.38411,-0.6449,-0.9717,-0.60806,-0.15549,0.32957,-0.37442,1.5264,1.43053,-1.04158,2.79222,1.76,-0.74419,-0.85059,1.48106,-2.5467,0.98678,0.49258,-0.02502,-0.73516,0.74852,-1.96397,-1.50688,-0.94048,-2.15509,-1.061,0.39661,0.80472,1.67217,-0.01058,-0.41409,1
0.7,-1.55859,-1.47809,-1.14142,1.25785,0.89489,0.09114,0.02562,0.66464,-0.79511,0.31872,-1.38875,-0.67375,-0.42484,1.64571,-0.73194,0.60822,1.73587,-0.16091,1.60712,-1.668,1.04816,-1.69065,-1.75118,-0.51096,0.29667,-0.34037,-0.95678,3.71439,5.43103,0.94852,0.66189,-0.38749,-0.4525,-1.13707,0.48784,0.72166,1.91272,0.04265,-0.79283,-0.73418,-0.75327,-0.72294,-0.25659,0.00029,1.79255,-1.44972,0.58982,0.53899,0.67563,0.67427,0.03186,-0.6481,-0.4639,0.96478,-0.56239,-2.20678,-1.05116,-0.59554,-0.77556,-0.83614,-0.57924,0.98547,0.57655,0.9126,-0.29983,1.58525,-1.68548,0.799,0.15368,-0.08195,0.194,1.30372,0.79026,-0.70592,0.8211,-1.91093,-1.15933,-2.73193,-0.9214,0.48521,0.56192,1.41667,-0.72591,2.05358,-1.92468,1.42759,0.10258,0.34937,0.16056,-0.40714,-0.61083,-0.79965,-1.60725,-0.24366,1.79794,-1.03279,-0.20015,-0.75437,0.79131,1
